Loan_ID,Issue_Date,Borrower_City,Employment_Type,Annual_Income_INR,Loan_Purpose,Loan_Amount_INR,Funded_Amount_INR,Interest_Rate,Loan_Term_Months,Risk_Grade,Loan_Status,Total_Repayment_INR,Investor_Count,Income_Verification,Loan_Channel,Year
P2P101082,2021-10-01,Kolkata,Salaried,38400.0,Wedding,114500.0,109500.0,12.17,24,B,Active,61600.0,3,Verified,Web,2021
P2P100858,2024-01-07,Mumbai,Freelancer,45900.0,Debt Consolidation,477200.0,465300.0,7.76,12,A,Completed,508900.0,14,Verified,Mobile App,2024
P2P100482,2024-12-15,Hyderabad,Salaried,48800.0,Vehicle,103200.0,92900.0,14.48,48,D,Completed,140600.0,3,Verified,Mobile App,2024
P2P100836,2023-09-30,Bengaluru,Salaried,41800.0,Wedding,435400.0,418600.0,11.21,24,A,Active,180600.0,9,Verified,Mobile App,2023
P2P100038,2021-10-27,Ahmedabad,Business Owner,53900.0,Debt Consolidation,196800.0,195100.0,11.92,60,B,Completed,261700.0,5,Verified,Mobile App,2021
P2P101268,2024-01-19,Delhi,Salaried,42300.0,Education,171800.0,165400.0,13.16,24,B,Completed,192500.0,4,Verified,Mobile App,2024
P2P100855,2022-07-21,Bengaluru,Self-employed,93000.0,Debt Consolidation,269600.0,247400.0,14.17,36,C,Late,161400.0,7,Not Verified,Mobile App,2022
P2P100727,2022-02-18,Delhi,Business Owner,32700.0,Debt Consolidation,266500.0,257200.0,12.96,36,B,Active,182000.0,9,Verified,Mobile App,2022
P2P101201,2025-03-06,Delhi,Salaried,77200.0,Education,246600.0,232200.0,12.73,48,B,Completed,313600.0,5,Verified,Mobile App,2025
P2P100549,2024-03-21,Bengaluru,Self-employed,33200.0,Home Improvement,741400.0,705000.0,13.64,24,C,Completed,892500.0,18,Verified,Mobile App,2024
P2P100129,2021-01-22,Bengaluru,Salaried,41400.0,Wedding,133700.0,127600.0,9.63,36,A,Completed,162100.0,3,Verified,Web,2021
P2P100601,2022-04-27,Hyderabad,Salaried,66500.0,Medical,116600.0,107600.0,16.62,36,D,Completed,155300.0,3,Not Verified,Mobile App,2022
P2P101713,2025-04-03,Mumbai,Salaried,46400.0,Small Business,375600.0,363200.0,12.73,24,C,Late,187200.0,8,Verified,Web,2025
P2P100041,2022-01-07,Pune,Business Owner,51600.0,Vehicle,1179600.0,1148200.0,12.18,36,B,Completed,1416500.0,31,Not Verified,Mobile App,2022
P2P100712,2024-07-15,Mumbai,Salaried,76500.0,Education,242300.0,235800.0,12.39,24,B,Late,174300.0,9,Verified,Web,2024
P2P101677,2021-09-05,Kolkata,Salaried,57200.0,Debt Consolidation,113900.0,108800.0,12.21,24,B,Completed,127700.0,4,Verified,Web,2021
P2P100663,2024-07-30,Delhi,Salaried,54400.0,Debt Consolidation,339400.0,309100.0,10.87,36,A,Completed,401700.0,7,Verified,Mobile App,2024
P2P100296,2024-03-24,Jaipur,Salaried,41800.0,Debt Consolidation,434800.0,421800.0,10.31,24,B,Completed,476600.0,15,Verified,Mobile App,2024
P2P100448,2025-02-28,Hyderabad,Business Owner,50700.0,Debt Consolidation,179800.0,172300.0,13.9,24,C,Defaulted,47200.0,4,Not Verified,Web,2025
P2P101426,2025-11-18,Delhi,Salaried,26600.0,Medical,90000.0,84900.0,10.54,48,A,Completed,114800.0,2,Verified,Mobile App,2025
P2P100637,2024-04-09,Jaipur,Salaried,45300.0,Travel,299900.0,285700.0,17.41,36,D,Active,150600.0,9,Verified,Mobile App,2024
P2P101867,2021-05-13,Mumbai,Self-employed,39200.0,Home Improvement,112600.0,104100.0,18.75,12,D,Completed,128300.0,4,Verified,Mobile App,2021
P2P101679,2022-05-08,Bengaluru,Self-employed,36200.0,Vehicle,164700.0,156600.0,11.43,36,B,Completed,197900.0,5,Verified,Mobile App,2022
P2P101333,2022-09-13,Lucknow,Salaried,126600.0,Debt Consolidation,210500.0,196200.0,9.35,60,A,Completed,265200.0,8,Verified,Mobile App,2022
P2P101755,2025-12-01,Mumbai,Business Owner,57000.0,Debt Consolidation,190400.0,178200.0,10.65,24,A,Completed,213800.0,4,Verified,Web,2025
P2P100905,2023-10-05,Mumbai,Freelancer,62400.0,Education,436100.0,430300.0,12.94,12,B,Active,264600.0,14,Verified,Mobile App,2023
P2P100530,2025-07-16,Ahmedabad,Salaried,39200.0,Travel,148400.0,133800.0,13.6,12,C,Completed,159100.0,3,Not Verified,Web,2025
P2P101543,2024-06-01,Pune,Business Owner,112600.0,Debt Consolidation,166200.0,165700.0,12.52,36,B,Completed,205600.0,6,Not Verified,Mobile App,2024
P2P100838,2023-06-15,Pune,Salaried,54400.0,Debt Consolidation,369200.0,343600.0,11.02,60,B,Defaulted,91000.0,11,Verified,Web,2023
P2P100834,2022-05-14,Jaipur,Salaried,69400.0,Debt Consolidation,155700.0,140900.0,17.33,12,D,Active,68800.0,5,Verified,Mobile App,2022
P2P101440,2024-11-11,Bengaluru,Business Owner,51600.0,Wedding,103200.0,95700.0,15.53,36,C,Completed,129100.0,2,Verified,Mobile App,2024
P2P100829,2025-02-08,Chennai,Salaried,53200.0,Home Improvement,486400.0,438900.0,13.31,36,B,Active,390500.0,9,Not Verified,Mobile App,2025
P2P100595,2025-08-25,Kolkata,Salaried,39800.0,Debt Consolidation,310600.0,292200.0,12.97,36,C,Active,225700.0,11,Not Verified,Web,2025
P2P100682,2022-11-21,Mumbai,Salaried,40700.0,Vehicle,376500.0,374000.0,7.86,24,A,Completed,404800.0,13,Verified,Mobile App,2022
P2P101586,2022-02-10,Chennai,Salaried,26100.0,Home Improvement,176900.0,164600.0,12.0,24,C,Completed,201800.0,4,Verified,Mobile App,2022
P2P100580,2022-11-22,Pune,Self-employed,53900.0,Medical,172800.0,164000.0,18.94,24,D,Defaulted,23800.0,4,Verified,Mobile App,2022
P2P101089,2025-12-21,Delhi,Salaried,98000.0,Medical,203500.0,200900.0,13.72,12,C,Active,87000.0,6,Verified,Mobile App,2025
P2P101197,2025-11-29,Bengaluru,Self-employed,18000.0,Travel,229600.0,222400.0,9.12,36,B,Active,139100.0,7,Verified,Web,2025
P2P101211,2023-10-14,Hyderabad,Freelancer,60600.0,Debt Consolidation,415800.0,395700.0,9.76,36,A,Defaulted,127500.0,9,Not Verified,Web,2023
P2P101067,2022-10-08,Bengaluru,Salaried,30800.0,Debt Consolidation,414700.0,378100.0,8.37,48,A,Active,167500.0,14,Verified,Mobile App,2022
P2P100486,2025-08-31,Hyderabad,Self-employed,33000.0,Travel,181100.0,171100.0,11.85,24,C,Active,149300.0,5,Verified,Web,2025
P2P100196,2023-05-21,Bengaluru,Salaried,93600.0,Home Improvement,482700.0,460400.0,13.52,36,C,Late,340100.0,13,Verified,Mobile App,2023
P2P101986,2021-09-04,Kolkata,Salaried,34700.0,Wedding,221300.0,208100.0,14.7,36,C,Active,117500.0,8,Verified,Mobile App,2021
P2P101483,2024-04-27,Hyderabad,Salaried,60000.0,Debt Consolidation,80500.0,76500.0,9.51,36,B,Active,62400.0,2,Verified,Mobile App,2024
P2P101731,2023-03-01,Hyderabad,Business Owner,103800.0,Debt Consolidation,305400.0,279300.0,14.15,36,C,Active,280600.0,8,Verified,Mobile App,2023
P2P101022,2023-02-12,Ahmedabad,Salaried,61400.0,Home Improvement,77000.0,69300.0,11.54,36,B,Completed,92500.0,2,Not Verified,Mobile App,2023
P2P101143,2024-11-18,Kolkata,Self-employed,24700.0,Medical,558800.0,544200.0,8.37,36,A,Active,309100.0,12,Verified,Mobile App,2024
P2P100481,2024-09-04,Pune,Salaried,56500.0,Debt Consolidation,474800.0,436700.0,9.1,12,B,Completed,504200.0,12,Not Verified,Web,2024
P2P101932,2024-05-23,Kolkata,Salaried,42400.0,Debt Consolidation,107300.0,97600.0,18.38,24,D,Late,77600.0,3,Verified,Web,2024
P2P100387,2023-01-14,Pune,Freelancer,25000.0,Home Improvement,827000.0,823100.0,17.03,24,D,Defaulted,239000.0,21,Verified,Web,2023
P2P100258,2024-12-15,Chennai,Salaried,103400.0,Home Improvement,468500.0,446500.0,10.6,12,B,Active,196400.0,13,Verified,Web,2024
P2P101005,2025-05-05,Delhi,Business Owner,87100.0,Medical,377400.0,373800.0,16.8,12,D,Active,263000.0,10,Verified,Mobile App,2025
P2P101597,2022-12-29,Mumbai,Salaried,30100.0,Debt Consolidation,627700.0,569100.0,9.47,36,B,Active,531400.0,17,Verified,Mobile App,2022
P2P101594,2021-11-15,Jaipur,Freelancer,43000.0,Medical,132700.0,127600.0,11.52,24,B,Active,67100.0,3,Verified,Web,2021
P2P101080,2025-10-30,Kolkata,Salaried,65700.0,Travel,109900.0,107500.0,15.6,24,C,Active,42500.0,3,Verified,Mobile App,2025
P2P101727,2024-03-05,Bengaluru,Salaried,26500.0,Debt Consolidation,72600.0,69400.0,12.64,24,C,Completed,82500.0,3,Verified,Web,2024
P2P101167,2025-06-06,Ahmedabad,Salaried,45500.0,Wedding,141000.0,127000.0,15.2,60,C,Completed,207200.0,5,Verified,Mobile App,2025
P2P101150,2025-07-19,Pune,Salaried,68100.0,Education,288300.0,262300.0,7.5,12,A,Completed,309700.0,8,Verified,Mobile App,2025
P2P100994,2024-07-06,Bengaluru,Self-employed,45500.0,Home Improvement,115200.0,111400.0,10.14,36,B,Completed,133600.0,3,Verified,Mobile App,2024
P2P101849,2025-08-13,Bengaluru,Salaried,67900.0,Small Business,224900.0,224200.0,11.43,36,C,Active,190400.0,6,Verified,Web,2025
P2P100034,2025-10-29,Mumbai,Freelancer,57100.0,Travel,283100.0,260100.0,11.74,36,B,Active,201900.0,6,Verified,Web,2025
P2P100081,2025-07-14,Hyderabad,Self-employed,43600.0,Debt Consolidation,233700.0,226000.0,9.84,12,B,Completed,250800.0,5,Verified,Web,2025
P2P100875,2021-03-19,Ahmedabad,Salaried,93800.0,Vehicle,498200.0,486700.0,10.16,48,B,Active,448200.0,12,Verified,Web,2021
P2P100978,2021-06-07,Ahmedabad,Salaried,77800.0,Debt Consolidation,180200.0,170100.0,20.09,12,E,Late,104000.0,6,Verified,Mobile App,2021
P2P101040,2023-03-18,Chennai,Freelancer,66200.0,Education,231400.0,227200.0,10.68,48,B,Completed,295500.0,5,Verified,Mobile App,2023
P2P101576,2021-10-21,Mumbai,Salaried,63700.0,Home Improvement,90800.0,89900.0,11.66,24,B,Active,64200.0,3,Not Verified,Web,2021
P2P101816,2025-11-22,Hyderabad,Salaried,64100.0,Medical,291700.0,285800.0,10.75,36,A,Completed,354600.0,6,Not Verified,Mobile App,2025
P2P101496,2024-11-03,Bengaluru,Salaried,47600.0,Debt Consolidation,280800.0,264300.0,11.64,24,B,Completed,317000.0,7,Verified,Web,2024
P2P101935,2024-11-15,Mumbai,Salaried,83000.0,Home Improvement,468100.0,448800.0,11.88,36,B,Completed,555300.0,15,Not Verified,Mobile App,2024
P2P100444,2023-07-01,Bengaluru,Salaried,36300.0,Vehicle,140100.0,136100.0,13.45,60,C,Completed,191300.0,3,Verified,Web,2023
P2P100066,2024-04-25,Kolkata,Salaried,19500.0,Vehicle,282200.0,254300.0,10.93,48,B,Completed,346200.0,7,Verified,Mobile App,2024
P2P101343,2025-07-21,Chennai,Salaried,84200.0,Medical,191100.0,183800.0,16.58,48,D,Defaulted,30700.0,6,Verified,Web,2025
P2P100777,2022-09-15,Kolkata,Unknown,70700.0,Debt Consolidation,110000.0,108700.0,10.61,36,A,Defaulted,42700.0,4,Verified,Mobile App,2022
P2P100548,2024-11-08,Hyderabad,Self-employed,35200.0,Home Improvement,339900.0,337200.0,7.81,24,A,Active,274700.0,8,Verified,Mobile App,2024
P2P101618,2024-10-24,Kolkata,Salaried,67900.0,Vehicle,234100.0,226600.0,8.91,60,A,Late,101900.0,6,Verified,Mobile App,2024
P2P100059,2021-05-19,Ahmedabad,Business Owner,82400.0,Small Business,336800.0,305900.0,12.36,24,B,Active,160300.0,6,Verified,Web,2021
P2P100800,2025-09-26,Hyderabad,Self-employed,51900.0,Debt Consolidation,427500.0,406300.0,17.41,36,D,Defaulted,90500.0,10,Verified,Mobile App,2025
P2P100725,2024-06-12,Pune,Salaried,63200.0,Home Improvement,165700.0,161100.0,12.45,12,C,Completed,183900.0,4,Verified,Web,2024
P2P101541,2025-01-04,Mumbai,Salaried,74000.0,Debt Consolidation,154200.0,140800.0,15.37,36,C,Active,118900.0,4,Not Verified,Web,2025
P2P100089,2025-08-13,Chennai,Business Owner,23000.0,Vehicle,284600.0,276200.0,12.03,36,B,Completed,337000.0,6,Verified,Web,2025
P2P100566,2024-07-06,Delhi,Business Owner,38300.0,Debt Consolidation,126800.0,121400.0,16.3,36,C,Completed,164800.0,4,Verified,Web,2024
P2P101850,2024-09-29,Bengaluru,Salaried,43100.0,Debt Consolidation,126200.0,124000.0,11.62,36,B,Late,85400.0,4,Verified,Mobile App,2024
P2P101301,2021-04-07,Bengaluru,Business Owner,68400.0,Home Improvement,249000.0,240400.0,14.84,12,C,Active,191100.0,8,Verified,Web,2021
P2P101073,2021-05-09,Pune,Salaried,68000.0,Home Improvement,130000.0,128000.0,15.6,24,C,Completed,151700.0,4,Verified,Mobile App,2021
P2P100255,2022-04-28,Delhi,Salaried,52400.0,Vehicle,175000.0,164900.0,16.18,60,D,Late,95900.0,5,Verified,Mobile App,2022
P2P101250,2024-08-16,Ahmedabad,Salaried,130300.0,Medical,230600.0,227600.0,7.5,12,A,Completed,235500.0,7,Verified,Web,2024
P2P101542,2021-11-24,Bengaluru,Self-employed,46000.0,Vehicle,97500.0,89600.0,15.24,24,C,Completed,117300.0,2,Not Verified,Mobile App,2021
P2P100782,2024-04-25,Hyderabad,Salaried,41000.0,Vehicle,267800.0,264300.0,13.72,24,C,Active,145700.0,6,Verified,Mobile App,2024
P2P100018,2024-03-28,Pune,Business Owner,52400.0,Wedding,159700.0,150100.0,10.17,24,B,Completed,175200.0,4,Verified,Mobile App,2024
P2P101169,2021-01-20,Mumbai,Salaried,84300.0,Small Business,287600.0,280100.0,19.25,12,E,Active,210700.0,9,Not Verified,Mobile App,2021
P2P100983,2021-11-23,Jaipur,Self-employed,96500.0,Small Business,250200.0,232200.0,13.08,36,C,Completed,308900.0,6,Verified,Mobile App,2021
P2P101993,2024-08-06,Mumbai,Salaried,81800.0,Small Business,235300.0,226300.0,11.62,36,B,Active,88100.0,6,Verified,Mobile App,2024
P2P101765,2022-03-14,Chennai,Business Owner,92900.0,Education,183800.0,165600.0,12.62,24,B,Completed,206000.0,6,Verified,Web,2022
P2P100100,2021-11-27,Ahmedabad,Salaried,38100.0,Home Improvement,469100.0,456900.0,21.85,24,E,Defaulted,172500.0,15,Not Verified,Mobile App,2021
P2P101902,2021-01-17,Mumbai,Salaried,38300.0,Home Improvement,228000.0,215000.0,12.61,24,B,Completed,270500.0,6,Verified,Web,2021
P2P100364,2024-04-29,Hyderabad,Salaried,36300.0,Education,384700.0,352800.0,12.65,24,B,Completed,450000.0,9,Verified,Mobile App,2024
P2P100915,2024-05-09,Mumbai,Salaried,42100.0,Debt Consolidation,482000.0,465900.0,14.57,12,C,Completed,523400.0,17,Verified,Web,2024
P2P100810,2021-12-13,Delhi,Business Owner,59200.0,Small Business,312500.0,282700.0,13.61,36,C,Active,241300.0,11,Verified,Mobile App,2021
P2P100037,2023-02-26,Chennai,Freelancer,58600.0,Debt Consolidation,242300.0,230800.0,11.23,48,A,Completed,311800.0,6,Verified,Web,2023
P2P100097,2024-03-25,Bengaluru,Salaried,81700.0,Medical,341500.0,329600.0,10.73,48,B,Completed,427900.0,12,Verified,Mobile App,2024
P2P100095,2025-03-22,Mumbai,Salaried,58000.0,Debt Consolidation,401400.0,370600.0,7.5,60,A,Completed,494600.0,14,Verified,Mobile App,2025
P2P101858,2023-12-18,Mumbai,Salaried,39000.0,Education,483700.0,444100.0,16.67,24,D,Active,297400.0,9,Verified,Web,2023
P2P100764,2025-02-16,Mumbai,Salaried,36000.0,Home Improvement,173300.0,157800.0,10.21,12,A,Completed,181800.0,3,Verified,Mobile App,2025
P2P100135,2025-10-21,Bengaluru,Self-employed,30000.0,Small Business,243700.0,235000.0,11.57,36,B,Active,103200.0,7,Verified,Mobile App,2025
P2P100747,2023-07-26,Chennai,Salaried,54400.0,Medical,194000.0,192300.0,11.11,36,B,Completed,229000.0,5,Verified,Mobile App,2023
P2P100909,2022-11-25,Ahmedabad,Self-employed,159600.0,Home Improvement,85700.0,80700.0,16.26,60,D,Active,74700.0,3,Verified,Mobile App,2022
P2P101865,2025-12-12,Delhi,Self-employed,120700.0,Debt Consolidation,590600.0,572800.0,11.47,36,B,Active,489200.0,12,Verified,Web,2025
P2P101890,2025-12-21,Delhi,Salaried,45700.0,Home Improvement,185100.0,177400.0,10.12,36,B,Active,153400.0,7,Verified,Mobile App,2025
P2P100650,2024-02-17,Ahmedabad,Salaried,93200.0,Education,100100.0,92900.0,13.25,12,C,Completed,109400.0,3,Verified,Web,2024
P2P101868,2022-04-17,Delhi,Salaried,52300.0,Small Business,157600.0,154000.0,8.15,12,A,Completed,161600.0,3,Verified,Web,2022
P2P100755,2022-02-17,Bengaluru,Business Owner,48700.0,Wedding,195300.0,178500.0,9.82,60,B,Active,146500.0,4,Verified,Web,2022
P2P101710,2024-10-06,Ahmedabad,Business Owner,66800.0,Travel,382600.0,355000.0,14.03,24,C,Completed,459900.0,10,Verified,Mobile App,2024
P2P100499,2025-11-30,Mumbai,Salaried,35900.0,Travel,129400.0,121900.0,10.46,36,B,Completed,156400.0,4,Verified,Mobile App,2025
P2P100918,2025-10-28,Jaipur,Salaried,25100.0,Vehicle,168200.0,156500.0,7.77,24,A,Active,133700.0,4,Not Verified,Mobile App,2025
P2P100757,2024-08-21,Ahmedabad,Salaried,132500.0,Education,83900.0,77900.0,7.91,48,A,Completed,101600.0,2,Verified,Mobile App,2024
P2P100295,2022-01-19,Ahmedabad,Salaried,43800.0,Debt Consolidation,165700.0,160000.0,9.41,48,A,Completed,203300.0,5,Verified,Web,2022
P2P100888,2022-10-06,Delhi,Self-employed,22100.0,Home Improvement,626600.0,575700.0,10.22,36,B,Active,525800.0,16,Verified,Mobile App,2022
P2P100224,2023-06-25,Delhi,Business Owner,62500.0,Debt Consolidation,110800.0,106000.0,13.34,60,B,Active,54400.0,2,Verified,Mobile App,2023
P2P101414,2021-06-24,Ahmedabad,Salaried,74300.0,Home Improvement,210700.0,191600.0,20.48,24,E,Active,145000.0,7,Verified,Web,2021
P2P100667,2022-10-24,Delhi,Salaried,53600.0,Debt Consolidation,311200.0,283400.0,13.72,60,C,Completed,453100.0,6,Verified,Mobile App,2022
P2P101368,2025-09-09,Pune,Salaried,54000.0,Debt Consolidation,262000.0,243800.0,15.92,24,D,Active,185300.0,6,Verified,Mobile App,2025
P2P101979,2025-07-26,Kolkata,Salaried,47700.0,Debt Consolidation,275400.0,255200.0,11.7,24,B,Active,224500.0,6,Verified,Mobile App,2025
P2P100401,2021-11-12,Chennai,Unknown,20300.0,Home Improvement,86100.0,81100.0,11.46,48,B,Active,64200.0,3,Verified,Web,2021
P2P101802,2025-02-08,Bengaluru,Salaried,23700.0,Wedding,142000.0,139700.0,12.41,36,C,Completed,174400.0,3,Not Verified,Mobile App,2025
P2P101395,2023-04-28,Mumbai,Self-employed,87500.0,Wedding,238500.0,220700.0,13.96,36,C,Completed,290900.0,5,Not Verified,Web,2023
P2P101206,2025-03-21,Mumbai,Salaried,38800.0,Vehicle,352900.0,317900.0,12.61,36,C,Active,173800.0,6,Not Verified,Mobile App,2025
P2P101464,2024-10-18,Delhi,Unknown,54300.0,Medical,180800.0,169200.0,10.51,36,B,Completed,207800.0,6,Verified,Mobile App,2024
P2P100513,2025-10-09,Ahmedabad,Unknown,29000.0,Home Improvement,269600.0,244900.0,13.36,48,B,Completed,361200.0,7,Verified,Mobile App,2025
P2P100617,2021-07-07,Mumbai,Business Owner,120900.0,Home Improvement,72200.0,69200.0,10.45,24,B,Completed,78800.0,3,Verified,Web,2021
P2P100616,2025-09-24,Chennai,Salaried,174100.0,Debt Consolidation,158200.0,146800.0,19.63,24,E,Active,109100.0,4,Verified,Mobile App,2025
P2P100686,2024-05-16,Bengaluru,Salaried,140900.0,Debt Consolidation,147600.0,147600.0,14.87,48,C,Active,106300.0,5,Verified,Mobile App,2024
P2P101015,2024-12-30,Hyderabad,Salaried,54400.0,Medical,182800.0,179700.0,10.14,36,B,Defaulted,46300.0,5,Verified,Mobile App,2024
P2P100680,2025-07-17,Hyderabad,Self-employed,99100.0,Education,535700.0,511300.0,9.19,36,A,Completed,629400.0,19,Verified,Web,2025
P2P101514,2021-02-25,Bengaluru,Self-employed,58900.0,Vehicle,251400.0,242800.0,11.84,24,B,Active,134500.0,5,Verified,Mobile App,2021
P2P100886,2022-05-20,Jaipur,Business Owner,142900.0,Travel,283800.0,267600.0,16.73,12,D,Completed,318800.0,6,Verified,Mobile App,2022
P2P100024,2023-06-23,Bengaluru,Business Owner,29100.0,Debt Consolidation,648400.0,604000.0,14.54,36,C,Active,346500.0,13,Verified,Web,2023
P2P101071,2023-02-10,Delhi,Salaried,46100.0,Small Business,149900.0,146000.0,12.64,24,B,Active,97500.0,4,Not Verified,Mobile App,2023
P2P100200,2025-04-02,Bengaluru,Self-employed,31900.0,Home Improvement,164000.0,149600.0,10.93,12,B,Completed,176500.0,4,Not Verified,Web,2025
P2P100306,2025-12-01,Hyderabad,Salaried,59900.0,Home Improvement,687200.0,621300.0,13.93,24,C,Completed,806300.0,15,Verified,Web,2025
P2P100246,2025-10-03,Pune,Freelancer,38100.0,Education,473400.0,445300.0,16.17,24,D,Active,402200.0,11,Verified,Web,2025
P2P101321,2022-10-27,Mumbai,Salaried,38300.0,Education,247700.0,242400.0,17.2,36,D,Completed,329300.0,9,Verified,Mobile App,2022
P2P101471,2024-06-01,Ahmedabad,Self-employed,48300.0,Debt Consolidation,87100.0,81300.0,15.2,12,C,Active,66700.0,2,Verified,Mobile App,2024
P2P100468,2025-07-21,Bengaluru,Salaried,54400.0,Debt Consolidation,365200.0,350100.0,7.5,36,A,Completed,408700.0,13,Verified,Mobile App,2025
P2P100656,2022-01-20,Delhi,Salaried,124000.0,Home Improvement,174400.0,171300.0,13.49,24,C,Active,118500.0,4,Verified,Web,2022
P2P100021,2024-08-08,Delhi,Salaried,46200.0,Travel,712400.0,647400.0,10.19,24,A,Late,453900.0,16,Verified,Mobile App,2024
P2P100378,2021-03-13,Ahmedabad,Business Owner,42900.0,Vehicle,77500.0,75000.0,12.41,36,B,Completed,92700.0,2,Not Verified,Web,2021
P2P101018,2024-06-02,Bengaluru,Salaried,24400.0,Home Improvement,107700.0,99100.0,9.35,60,A,Completed,133200.0,2,Verified,Web,2024
P2P101293,2024-06-02,Bengaluru,Salaried,105500.0,Home Improvement,235300.0,235200.0,12.54,24,C,Completed,278100.0,5,Not Verified,Web,2024
P2P100404,2025-05-30,Ahmedabad,Salaried,32600.0,Home Improvement,338600.0,320300.0,12.86,48,B,Completed,442200.0,7,Verified,Mobile App,2025
P2P100226,2022-10-20,Pune,Self-employed,54000.0,Education,252500.0,242300.0,14.09,36,C,Completed,312200.0,7,Verified,Web,2022
P2P100645,2022-01-02,Mumbai,Self-employed,24000.0,Debt Consolidation,193300.0,191200.0,16.98,36,D,Late,52800.0,4,Not Verified,Mobile App,2022
P2P100837,2025-09-17,Delhi,Salaried,43400.0,Travel,147900.0,140500.0,9.69,36,A,Active,99300.0,3,Verified,Mobile App,2025
P2P100784,2023-05-14,Delhi,Salaried,21300.0,Vehicle,169200.0,166100.0,12.23,24,B,Completed,192500.0,4,Verified,Mobile App,2023
P2P101992,2022-04-04,Mumbai,Salaried,147400.0,Debt Consolidation,196400.0,185400.0,19.18,48,D,Active,136300.0,4,Verified,Mobile App,2022
P2P101296,2022-07-09,Lucknow,Salaried,34300.0,Debt Consolidation,214700.0,194900.0,13.01,60,B,Active,141300.0,8,Verified,Mobile App,2022
P2P100618,2023-01-04,Delhi,Business Owner,54200.0,Debt Consolidation,376300.0,358300.0,10.61,12,B,Active,162400.0,9,Not Verified,Mobile App,2023
P2P100794,2024-08-08,Delhi,Unknown,25400.0,Debt Consolidation,243400.0,223700.0,14.08,36,C,Active,93000.0,5,Verified,Web,2024
P2P100085,2023-03-10,Mumbai,Salaried,54400.0,Education,634700.0,576400.0,14.77,24,C,Completed,764100.0,18,Verified,Web,2023
